Item,Name,Category,Subsystem,Material,Qty,Sample IDs
254,"LPC Rotor S1-38","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0038"
255,"LPC Rotor S1-39","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0039"
256,"LPC Rotor S1-40","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0040"
257,"LPC Rotor S1-41","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0041"
258,"LPC Rotor S1-42","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0042"
259,"LPC Rotor S1-43","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0043"
260,"LPC Rotor S1-44","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0044"
261,"LPC Rotor S1-45","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0045"
262,"LPC Rotor S1-46","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0046"
263,"LPC Rotor S1-47","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0047"
264,"LPC Rotor S1-48","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0048"
265,"LPC Rotor S1-49","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0049"
266,"LPC Rotor S1-50","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0050"
267,"LPC Rotor S1-51","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0051"
268,"LPC Rotor S1-52","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0052"
269,"LPC Rotor S1-53","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0053"
270,"LPC Rotor S1-54","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0054"
271,"LPC Rotor S1-55","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0055"
272,"LPC Rotor S1-56","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0056"
273,"LPC Rotor S1-57","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0057"
274,"LPC Rotor S1-58","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0058"
275,"LPC Rotor S1-59","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0059"
276,"LPC Rotor S1-60","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0060"
277,"LPC Rotor S1-61","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0061"
278,"LPC Rotor S1-62","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0062"
279,"LPC Stator S2-1","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0057"
280,"LPC Stator S2-2","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0058"
281,"LPC Stator S2-3","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0059"
282,"LPC Stator S2-4","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0060"
283,"LPC Stator S2-5","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0061"
284,"LPC Stator S2-6","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0062"
285,"LPC Stator S2-7","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0063"
286,"LPC Stator S2-8","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0064"
287,"LPC Stator S2-9","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0065"
288,"LPC Stator S2-10","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0066"
289,"LPC Stator S2-11","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0067"
290,"LPC Stator S2-12","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0068"
291,"LPC Stator S2-13","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0069"
292,"LPC Stator S2-14","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0070"
293,"LPC Stator S2-15","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0071"
294,"LPC Stator S2-16","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0072"
295,"LPC Stator S2-17","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0073"
296,"LPC Stator S2-18","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0074"
297,"LPC Stator S2-19","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0075"
298,"LPC Stator S2-20","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0076"
299,"LPC Stator S2-21","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0077"
300,"LPC Stator S2-22","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0078"
301,"LPC Stator S2-23","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0079"
302,"LPC Stator S2-24","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0080"
303,"LPC Stator S2-25","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0081"
304,"LPC Stator S2-26","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0082"
305,"LPC Stator S2-27","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0083"
306,"LPC Stator S2-28","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0084"
307,"LPC Stator S2-29","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0085"
308,"LPC Stator S2-30","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0086"
309,"LPC Stator S2-31","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0087"
310,"LPC Stator S2-32","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0088"
311,"LPC Stator S2-33","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0089"
312,"LPC Stator S2-34","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0090"
313,"LPC Stator S2-35","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0091"
314,"LPC Stator S2-36","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0092"
315,"LPC Stator S2-37","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0093"
316,"LPC Stator S2-38","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0094"
317,"LPC Stator S2-39","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0095"
318,"LPC Stator S2-40","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0096"
319,"LPC Stator S2-41","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0097"
320,"LPC Stator S2-42","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0098"
321,"LPC Stator S2-43","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0099"
322,"LPC Stator S2-44","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0100"
323,"LPC Stator S2-45","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0101"
324,"LPC Stator S2-46","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0102"
325,"LPC Stator S2-47","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0103"
326,"LPC Stator S2-48","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0104"
327,"LPC Stator S2-49","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0105"
328,"LPC Stator S2-50","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0106"
329,"LPC Stator S2-51","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0107"
330,"LPC Stator S2-52","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0108"
331,"LPC Stator S2-53","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0109"
332,"LPC Stator S2-54","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0110"
333,"LPC Stator S2-55","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0111"
334,"LPC Stator S2-56","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0112"
335,"LPC Stator S2-57","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0113"
336,"LPC Stator S2-58","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0114"
337,"LPC Stator S2-59","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0115"
338,"LPC Stator S2-60","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0116"
339,"LPC Stator S2-61","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0117"
340,"LPC Stator S2-62","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0118"
341,"LPC S2 Disk","LPC","DSK","Titanium Ti-6Al-4V",1,"GE9X-LPC-DSK-0002"
342,"LPC Rotor S2-1","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0063"
343,"LPC Rotor S2-2","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0064"
344,"LPC Rotor S2-3","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0065"
345,"LPC Rotor S2-4","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0066"
346,"LPC Rotor S2-5","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0067"
347,"LPC Rotor S2-6","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0068"
348,"LPC Rotor S2-7","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0069"
349,"LPC Rotor S2-8","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0070"
350,"LPC Rotor S2-9","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0071"
351,"LPC Rotor S2-10","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0072"
352,"LPC Rotor S2-11","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0073"
353,"LPC Rotor S2-12","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0074"
354,"LPC Rotor S2-13","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0075"
355,"LPC Rotor S2-14","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0076"
356,"LPC Rotor S2-15","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0077"
357,"LPC Rotor S2-16","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0078"
358,"LPC Rotor S2-17","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0079"
359,"LPC Rotor S2-18","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0080"
360,"LPC Rotor S2-19","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0081"
361,"LPC Rotor S2-20","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0082"
362,"LPC Rotor S2-21","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0083"
363,"LPC Rotor S2-22","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0084"
364,"LPC Rotor S2-23","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0085"
365,"LPC Rotor S2-24","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0086"
366,"LPC Rotor S2-25","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0087"
367,"LPC Rotor S2-26","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0088"
368,"LPC Rotor S2-27","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0089"
369,"LPC Rotor S2-28","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0090"
370,"LPC Rotor S2-29","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0091"
371,"LPC Rotor S2-30","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0092"
372,"LPC Rotor S2-31","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0093"
373,"LPC Rotor S2-32","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0094"
374,"LPC Rotor S2-33","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0095"
375,"LPC Rotor S2-34","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0096"
376,"LPC Rotor S2-35","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0097"
377,"LPC Rotor S2-36","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0098"
378,"LPC Rotor S2-37","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0099"
379,"LPC Rotor S2-38","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0100"
380,"LPC Rotor S2-39","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0101"
381,"LPC Rotor S2-40","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0102"
382,"LPC Rotor S2-41","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0103"
383,"LPC Rotor S2-42","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0104"
384,"LPC Rotor S2-43","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0105"
385,"LPC Rotor S2-44","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0106"
386,"LPC Rotor S2-45","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0107"
387,"LPC Rotor S2-46","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0108"
388,"LPC Rotor S2-47","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0109"
389,"LPC Rotor S2-48","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0110"
390,"LPC Rotor S2-49","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0111"
391,"LPC Rotor S2-50","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0112"
392,"LPC Rotor S2-51","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0113"
393,"LPC Rotor S2-52","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0114"
394,"LPC Rotor S2-53","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0115"
395,"LPC Rotor S2-54","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0116"
396,"LPC Rotor S2-55","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0117"
397,"LPC Rotor S2-56","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0118"
398,"LPC Rotor S2-57","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0119"
399,"LPC Rotor S2-58","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0120"
400,"LPC Rotor S2-59","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0121"
401,"LPC Rotor S2-60","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0122"
402,"LPC Rotor S2-61","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0123"
403,"LPC Rotor S2-62","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0124"
404,"LPC Rotor S2-63","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0125"
405,"LPC Rotor S2-64","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0126"
406,"LPC Rotor S2-65","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0127"
407,"LPC Rotor S2-66","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0128"
408,"LPC Rotor S2-67","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0129"
409,"LPC Rotor S2-68","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0130"
410,"LPC Stator S3-1","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0119"
411,"LPC Stator S3-2","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0120"
412,"LPC Stator S3-3","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0121"
413,"LPC Stator S3-4","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0122"
414,"LPC Stator S3-5","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0123"
415,"LPC Stator S3-6","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0124"
416,"LPC Stator S3-7","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0125"
417,"LPC Stator S3-8","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0126"
418,"LPC Stator S3-9","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0127"
419,"LPC Stator S3-10","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0128"
420,"LPC Stator S3-11","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0129"
421,"LPC Stator S3-12","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0130"
422,"LPC Stator S3-13","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0131"
423,"LPC Stator S3-14","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0132"
424,"LPC Stator S3-15","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0133"
425,"LPC Stator S3-16","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0134"
426,"LPC Stator S3-17","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0135"
427,"LPC Stator S3-18","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0136"
428,"LPC Stator S3-19","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0137"
429,"LPC Stator S3-20","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0138"
430,"LPC Stator S3-21","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0139"
431,"LPC Stator S3-22","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0140"
432,"LPC Stator S3-23","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0141"
433,"LPC Stator S3-24","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0142"
434,"LPC Stator S3-25","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0143"
435,"LPC Stator S3-26","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0144"
436,"LPC Stator S3-27","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0145"
437,"LPC Stator S3-28","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0146"
438,"LPC Stator S3-29","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0147"
439,"LPC Stator S3-30","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0148"
440,"LPC Stator S3-31","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0149"
441,"LPC Stator S3-32","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0150"
442,"LPC Stator S3-33","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0151"
443,"LPC Stator S3-34","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0152"
444,"LPC Stator S3-35","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0153"
445,"LPC Stator S3-36","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0154"
446,"LPC Stator S3-37","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0155"
447,"LPC Stator S3-38","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0156"
448,"LPC Stator S3-39","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0157"
449,"LPC Stator S3-40","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0158"
450,"LPC Stator S3-41","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0159"
451,"LPC Stator S3-42","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0160"
452,"LPC Stator S3-43","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0161"
453,"LPC Stator S3-44","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0162"
454,"LPC Stator S3-45","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0163"
455,"LPC Stator S3-46","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0164"
456,"LPC Stator S3-47","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0165"
457,"LPC Stator S3-48","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0166"
458,"LPC Stator S3-49","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0167"
459,"LPC Stator S3-50","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0168"
460,"LPC Stator S3-51","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0169"
461,"LPC Stator S3-52","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0170"
462,"LPC Stator S3-53","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0171"
463,"LPC Stator S3-54","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0172"
464,"LPC Stator S3-55","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0173"
465,"LPC Stator S3-56","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0174"
466,"LPC Stator S3-57","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0175"
467,"LPC Stator S3-58","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0176"
468,"LPC Stator S3-59","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0177"
469,"LPC Stator S3-60","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0178"
470,"LPC Stator S3-61","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0179"
471,"LPC Stator S3-62","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0180"
472,"LPC Stator S3-63","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0181"
473,"LPC Stator S3-64","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0182"
474,"LPC Stator S3-65","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0183"
475,"LPC Stator S3-66","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0184"
476,"LPC Stator S3-67","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0185"
477,"LPC Stator S3-68","LPC","STA","Titanium Ti-6Al-4V",1,"GE9X-LPC-STA-0186"
478,"LPC S3 Disk","LPC","DSK","Titanium Ti-6Al-4V",1,"GE9X-LPC-DSK-0003"
479,"LPC Rotor S3-1","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0131"
480,"LPC Rotor S3-2","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0132"
481,"LPC Rotor S3-3","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0133"
482,"LPC Rotor S3-4","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0134"
483,"LPC Rotor S3-5","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0135"
484,"LPC Rotor S3-6","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0136"
485,"LPC Rotor S3-7","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0137"
486,"LPC Rotor S3-8","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0138"
487,"LPC Rotor S3-9","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0139"
488,"LPC Rotor S3-10","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0140"
489,"LPC Rotor S3-11","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0141"
490,"LPC Rotor S3-12","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0142"
491,"LPC Rotor S3-13","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0143"
492,"LPC Rotor S3-14","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0144"
493,"LPC Rotor S3-15","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0145"
494,"LPC Rotor S3-16","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0146"
495,"LPC Rotor S3-17","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0147"
496,"LPC Rotor S3-18","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0148"
497,"LPC Rotor S3-19","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0149"
498,"LPC Rotor S3-20","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0150"
499,"LPC Rotor S3-21","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0151"
500,"LPC Rotor S3-22","LPC","BLD","Titanium Ti-6Al-4V",1,"GE9X-LPC-BLD-0152"
